,Title,Brand,Model,Year,Price,Condition,Type,Engine_Size,Fuel_Type,Transmission,Mileage,Color,Additional
1889,Hyundai Santa Fe,Hyundai,Santa Fe,2023,18900000,Б/у,кроссовер,2.5,бензин,КПП автомат,5000,белый,"панорамная крыша, кожа, климат-контрол..."
1890,Hyundai Grandeur,Hyundai,Grandeur,2022,16000000,Б/у,седан,2.5,бензин,КПП автомат,40000,белый,"металлик, тонировка, люк, панорамная крыш..."
1892,Toyota Camry,Toyota,Camry,2018,12900000,Б/у,седан,2.5,бензин,КПП автомат,154000,хамелеон,"литые диски, тонировка, биксенон, лин..."
1893,Toyota Corolla,Toyota,Corolla,2019,9200000,Б/у,седан,1.6,бензин,КПП вариатор,167250,белый,"металлик, литые диски, тонировка, ксено..."
1895,Volkswagen Touareg,Volkswagen,Touareg,2003,6000000,Б/у,кроссовер,3.2,бензин,КПП автомат,260,синий,"Продам фольксваген Туарег 2003 год, объё..."
1899,Mercedes-Benz E 320,Mercedes-Benz,E 320,2000,5000000,Б/у,седан,3.2,бензин,КПП автомат,347000,серебристый,"металлик, литые диски, тонировка,..."
1900,Kia K8,Kia,K8,2021,16500000,Б/у,седан,2.5,бензин,КПП автомат,79000,синий,"металлик, кожа, Пригнан из Кореи! Машина..."
1901,Toyota Camry,Toyota,Camry,2020,12200000,Б/у,седан,2.5,бензин,КПП автомат,72000,черный,"металлик, литые диски, тонировка, спойле..."
1902,Skoda Yeti,Skoda,Yeti,2013,4700000,Б/у,кроссовер,1.2,бензин,КПП автомат,80000,бордовый,"металлик, литые диски, тонировка,..."
1903,ВАЗ (Lada) 2107,ВАЗ,(Lada) 2107,2010,1250000,Б/у,седан,1.6,бензин,КПП механика,95000,серый,"металлик, bluetooth, USB, Машина хорошым..."
1904,Haval Jolion,Haval,Jolion,2023,9500000,Б/у,кроссовер,1.5,бензин,КПП механика,22000,красный,"металлик, литые диски, тонировка,..."
1905,ВАЗ (Lada) Granta 2190,ВАЗ,(Lada) Granta 2190,2019,3200000,Б/у,седан,1.6,бензин,КПП механика,172000,белый,"литые диски, дневные ходовые огни, обог..."
1908,Toyota Camry,Toyota,Camry,2011,8700000,Б/у,седан,2.5,бензин,КПП автомат,260000,черный,"металлик, литые диски, тонировка, ветро..."
1909,Nissan Almera,Nissan,Almera,2015,4500000,Б/у,седан,1.6,бензин,КПП автомат,163000,бордовый,"тонировка, ветровики, багажник, дневн..."
1910,ВАЗ (Lada) 2114,ВАЗ,(Lada) 2114,2012,2600000,Б/у,хэтчбек,1.6,бензин,КПП механика,113000,белый,"литые диски, ветровики, противотуманк..."
1911,Volkswagen Touareg,Volkswagen,Touareg,2005,4500000,Б/у,кроссовер,3.2,бензин,КПП автомат,206000,зеленый,"металлик, литые диски, тонировка,..."
1912,Rolls-Royce Ghost,Rolls-Royce,Ghost,2012,63000000,Б/у,седан,6.6,бензин,КПП автомат,86500,черный,"металлик, литые диски, тонировка, люк, п..."
1913,Hyundai Santa Fe,Hyundai,Santa Fe,2022,20500000,Б/у,кроссовер,2.5,бензин,КПП автомат,28500,белый,"металлик, литые диски, тонировка, спо..."
1914,Toyota Avensis,Toyota,Avensis,1999,1500000,Б/у,седан,1.6,бензин,КПП механика,671292,серебристый,"Жүрісі жақсы маторы өте жақсы, ма..."
1918,Hyundai Sonata,Hyundai,Sonata,2024,18100000,Б/у,седан,2.5,бензин,КПП автомат,24000,черный,САМАЯ ПОЛНАЯ КОМПЛЕКТАЦИЯ! Черный на чер...
1919,Renault Sandero Stepway,Renault,Sandero Stepway,2013,4300000,Б/у,хэтчбек,1.6,бензин,КПП автомат,180000,красный,"металлик, литые диски, тонировка, ве..."
1920,Toyota Avensis,Toyota,Avensis,2006,5000000,Б/у,седан,1.8,бензин,КПП автомат,195000,черный,"металлик, литые диски, тонировка, ксено..."
1921,Mercedes-Benz G 500,Mercedes-Benz,G 500,2015,48000000,Б/у,внедорожник,5.5,бензин,КПП автомат,70000,черный,"металлик, G500. Машина приобретала..."
1922,Hyundai Santa Fe,Hyundai,Santa Fe,2021,16270553,Б/у,кроссовер,2.5,бензин,КПП автомат,50000,белый,"металлик, литые диски, тонировка, вел..."
1924,Lexus ES 250,Lexus,ES 250,2013,13000000,Б/у,седан,2.5,бензин,КПП автомат,106000,коричневый,"металлик, Продам Lexsus ES250! В ид..."
1925,Dodge Charger,Dodge,Charger,2017,33000000,Б/у,седан,6.1,бензин,КПП автомат,21500,красный,"металлик, Dodge Charger hellcat Полная..."
1927,Mercedes-Benz E 260,Mercedes-Benz,E 260,1992,1400000,Б/у,седан,2.6,бензин,КПП автомат,300000,черный,Машина на постоянном ходу! Ежедневно ез...
1928,Porsche Cayenne,Porsche,Cayenne,2005,4500000,Б/у,кроссовер,4.5,бензин,КПП автомат,273530,серебристый,"металлик, литые диски, люк, ре..."
1929,Kia Cee'd,Kia,Cee'd,2023,10990000,Б/у,универсал,1.6,бензин,КПП автомат,15400,серый,"металлик, литые диски, тонировка, рей..."
1930,Toyota Sequoia,Toyota,Sequoia,2011,19000000,Б/у,внедорожник,5.7,бензин,КПП автомат,250000,черный,Машина в отличном состоянии. Нахо...
1931,Kia Picanto,Kia,Picanto,2014,4500000,Б/у,хэтчбек,1.2,бензин,КПП автомат,186000,серебристый,"металлик, литые диски, ветровики..."
1932,Nissan Teana,Nissan,Teana,2014,7600000,Б/у,седан,2.5,бензин,КПП вариатор,188000,белый,"литые диски, тонировка, линзованная опт..."
1934,Hyundai Sonata,Hyundai,Sonata,2023,13200000,Б/у,седан,2.5,бензин,КПП автомат,38000,черный,"кожа, климат-контроль, Автомобиль в родн..."
1936,ВАЗ (Lada) 2114,ВАЗ,(Lada) 2114,2012,2200000,Б/у,хэтчбек,1.5,бензин,КПП механика,210000,серый,"металлик, велюр, Супер Авто"
1940,Nissan Note,Nissan,Note,2012,4500000,Б/у,хэтчбек,1.6,бензин,КПП автомат,172000,коричневый,"металлик, тонировка, ветровики, п..."
1941,ВАЗ (Lada) Granta 2191,ВАЗ,(Lada) Granta 2191,2023,5200000,Б/у,лифтбек,1.6,бензин,КПП механика,52000,белый,"металлик, литые диски, тонировка, обве..."
1944,Toyota RAV4,Toyota,RAV4,2013,15300000,Б/у,кроссовер,2.5,бензин,КПП автомат,52000,белый,"металлик, литые диски, тонировка, вет..."
1947,Kia K7,Kia,K7,2016,10490000,Б/у,седан,2.4,бензин,КПП автомат,125218,черный,"металлик, литые диски, тонировка, ксено..."
1948,ВАЗ (Lada) Kalina 2192,ВАЗ,(Lada) Kalina 2192,2015,2000000,Б/у,хэтчбек,1.6,бензин,КПП механика,228000,черный,"металлик, тонировка, багажник, дневн..."
1949,Daewoo Nexia,Daewoo,Nexia,2014,1700000,Б/у,седан,1.5,бензин,КПП механика,151788,синий,"ветровики, противотуманки, велюр, аудио..."
1950,Daewoo Gentra,Daewoo,Gentra,2014,4500000,Б/у,седан,1.5,бензин,КПП механика,127000,голубой,"металлик, литые диски, дерево, шторки..."
1953,Volkswagen Passat,Volkswagen,Passat,1993,1575000,Б/у,седан,1.8,бензин,КПП механика,352874,белый,"металлик, литые диски, тонировка, люк,..."
1954,ВАЗ (Lada) 2115,ВАЗ,(Lada) 2115,2011,850000,Б/у,седан,1.6,бензин,КПП механика,356886,серебристый,"металлик, комбинированный, Всем з..."
1955,Li L8,Li,L8,2024,23000000,Б/у,внедорожник,1.5,гибрид,КПП автомат,15000,черный,"люк, кожа, климат-контроль, Машина..."
1956,Cadillac Lyriq,Cadillac,Lyriq,2023,29000000,Б/у,кроссовер,0.1,электричество,КПП автомат,9000,черный,"тонировка, люк, панорамная кры..."
1957,Hyundai Bayon,Hyundai,Bayon,2023,9300000,Б/у,кроссовер,1.4,бензин,КПП автомат,15000,металлик,"литые диски, тонировка, велюр, кли..."
1958,Volkswagen Polo,Volkswagen,Polo,2002,2470000,Б/у,хэтчбек,1.2,бензин,КПП механика,240000,серебристый,"металлик, тонировка, хрустальна..."
1960,Lexus LX 570,Lexus,LX 570,2017,46000000,Б/у,внедорожник,5.7,бензин,КПП автомат,70000,черный,"металлик, Машина в идеальном состо..."
1963,Porsche Cayenne,Porsche,Cayenne,2006,8000000,Б/у,кроссовер,4.5,бензин,КПП автомат,155000,красный,"металлик, литые диски, тонировка,..."
1969,Volkswagen Golf,Volkswagen,Golf,1992,1000000,Б/у,хэтчбек,1.8,бензин,КПП механика,250000,синий,"люк, комбинированный, аудиосистема, Г..."
1973,Geely Coolray,Geely,Coolray,2024,9700000,Б/у,кроссовер,1.5,бензин,КПП робот,10,Богатая комплектация Flagship,черный салон на кра...
1975,Subaru Forester,Subaru,Forester,1999,3000000,Б/у,кроссовер,2.5,бензин,КПП автомат,111111,вишня,"металлик, велюр, комбинированный, Пр..."
1976,Lexus LX 570,Lexus,LX 570,2016,40000000,Б/у,внедорожник,5.7,бензин,КПП автомат,270000,серебристый,"металлик, тонировка, люк, сп..."
1977,Volkswagen Passat,Volkswagen,Passat,1988,1000000,Б/у,универсал,1.8,бензин,КПП механика,200000,черный,"металлик, велюр, Продам без вариан..."
1978,Jeep Grand Cherokee,Jeep,Grand Cherokee,2014,14250000,Б/у,внедорожник,3.6,бензин,КПП автомат,164000,черный,"металлик, литые диски, тонировка,..."
1981,Daewoo Nexia,Daewoo,Nexia,2011,1690000,Б/у,седан,1.5,бензин,КПП механика,164000,белый,"тонировка, ветровики, ксенон, противоту..."
